TIMESTAMP_MS,PULSE_BPM,SPO2_PCT,PLETH,RED_ADC,IR_ADC
92130,105,100,25986,230483,283969
92140,105,100,31376,230525,284073
92150,105,100,37000,230574,284196
92160,105,100,42641,230571,284173
92170,105,100,47970,230569,284257
92180,105,100,52819,230564,284249
92190,105,100,56968,230621,284349
92200,105,100,60361,230680,284449
92210,105,100,62258,230731,284626
92220,105,100,62258,230814,284866
92230,105,100,62258,230893,285178
92240,105,100,62160,231018,285463
92250,105,100,61333,231041,285651
92260,105,100,59923,231088,285695
92270,105,100,57979,231094,285731
92280,105,100,55599,231108,285605
92290,105,100,52928,231036,285562
92300,105,100,49963,231024,285431
92310,105,100,47046,231026,285429
92320,105,100,44174,231024,285479
92330,105,100,41444,231090,285617
92340,105,100,39052,231117,285546
92350,105,100,36997,231193,285913
92360,105,100,35280,231230,286016
92370,105,100,33952,231309,286210
92380,105,100,32915,231407,286359
92390,105,100,32123,231451,286551
92400,105,100,31476,231472,286603
92410,105,100,31026,231550,286772
92420,105,100,30574,231584,286864
92430,105,100,30021,231607,286965
92440,105,100,29416,231626,286853
92450,105,100,28659,231665,287138
92460,105,100,27749,231693,287228
92470,105,100,26736,231768,287304
92480,105,100,25619,231805,287375
92490,105,100,24348,231833,287492
92500,105,100,23075,231852,287548
92510,105,100,21698,231880,287678
92520,105,100,20370,231970,287775
92530,105,100,18988,231983,287867
92540,105,100,17657,232035,287980
92550,105,100,16374,232083,288048
92560,105,100,15091,232092,288069
92570,105,100,13909,232127,288096
92580,105,100,12727,232021,287803
92590,105,100,11697,231837,287376
92600,105,100,10872,231537,286710
92610,105,100,10199,231240,285853
92620,105,100,9883,230929,284998
92630,105,100,10026,230690,284313
92640,105,100,10780,230475,283802
92650,105,100,12299,230367,283513
92660,105,100,14634,230355,283439
92670,105,100,17787,230399,283523
92680,105,100,21762,230437,283661
92690,105,100,26462,230527,283815
92700,105,100,31637,230524,283850
92710,105,100,37088,230567,283947
92720,105,100,42504,230591,283938
92730,105,100,47775,230619,284041
92740,105,100,52638,230575,284047
92750,105,100,56829,230607,284093
92760,105,100,60242,230622,284126
92770,105,100,62258,230713,284290
92780,105,100,62258,230764,284466
92790,105,100,62258,230805,284744
92800,105,100,62258,230913,284989
92810,105,100,61753,231017,285273
92820,105,100,60653,231069,285384
92830,105,100,59051,231085,285435
92840,105,100,57037,231069,285368
92850,105,100,54657,231007,285273
92860,105,100,52140,230997,285183
92870,105,100,49485,230986,285177
92880,105,100,46874,230994,285191
92890,105,100,44352,231061,285325
92900,105,100,42056,231083,285357
92910,105,100,40034,231156,285573
92920,105,100,38376,231223,285690
92930,105,100,36993,231272,285857
92940,105,100,35884,231350,285989
92950,105,100,35004,231418,286199
92960,105,100,34308,231456,286293
92970,105,100,33703,231515,286435
92980,105,100,33189,231516,286536
92990,105,100,32673,231594,286651
93000,105,100,32061,231611,286724
93010,105,100,31353,231630,286801
93020,105,100,30547,231695,286897
93030,105,100,29597,231699,286948
93040,105,100,28549,231749,287012
93050,105,100,27450,231753,287144
93060,105,100,26253,231816,287171
93070,105,100,25005,231882,287297
93080,105,100,23707,231891,287400
93090,105,100,22454,231947,287545
93100,105,100,21246,232002,287630
93110,105,100,19989,232061,287769
93120,105,100,18826,232079,287815
93130,105,100,17709,232087,287799
93140,105,100,16639,232097,287738
93150,105,100,15617,231953,287432
93160,105,100,14738,231715,286882
93170,105,100,13956,231398,286029
93180,105,100,13413,231084,285175
93190,105,100,13159,230780,284351
93200,105,100,13435,230509,283615
93210,105,100,14338,230374,283258
93220,105,100,16061,230301,283081
93230,105,100,18606,230325,283124
93240,105,100,21928,230346,283225
93250,105,100,26031,230435,283354
93260,105,100,30728,230443,283447
93270,105,100,35782,230542,283575
93280,105,100,41048,230533,283645
93290,105,100,46275,230517,283633
93300,105,100,51167,230523,283625
93310,105,100,55572,230520,283652
93320,105,100,59241,230505,283659
93330,105,100,62222,230568,283798
93340,105,100,62258,230602,283913
93350,105,100,62258,230701,284110
93360,105,100,62258,230808,284347
93370,105,100,62045,230926,284634
93380,105,100,61363,230976,284843
93390,105,100,60128,231038,285016
93400,105,100,58512,231033,284957
93410,105,100,56514,231032,284974
93420,105,100,54261,230990,284857
93430,105,100,51837,230983,284812
93440,105,100,49371,230924,284768
93450,105,100,46946,230952,284772
93460,105,100,44689,230943,284868
93470,105,100,42643,231041,285012
93480,105,100,40851,231071,285114
93490,105,100,39356,231205,285332
93500,105,100,38116,231210,285483
93510,105,100,37131,231311,285681
93520,105,100,36359,231319,285775
93530,105,100,35672,231397,285928
93540,105,100,35113,231401,286110
93550,105,100,34551,231491,286164
93560,105,100,33988,231529,286307
93570,105,100,33335,231526,286313
93580,105,100,32592,231539,286378
93590,105,100,31758,231576,286481
93600,105,100,30834,231608,286544
93610,105,100,29774,231619,286648
93620,105,100,28667,231656,286694
93630,105,100,27511,231681,286758
93640,105,100,26309,231667,286862
93650,105,100,25103,231771,286997
93660,105,100,23894,231820,287128
93670,105,100,22772,231828,287235
93680,105,100,21692,231856,287345
93690,105,100,20655,231951,287443
93700,105,100,19616,231945,287516
93710,105,100,18709,231943,287464
93720,105,100,17802,231889,287271
93730,105,100,16983,231658,286813
93740,105,100,16208,231370,286021
93750,105,100,15612,231028,285152
93760,105,100,15284,230699,284271
93770,105,100,15360,230431,283548
93780,105,100,16018,230251,283077
93790,105,100,17306,230151,282845
93800,105,100,19315,230128,282738
93810,105,100,22091,230203,282956
93820,105,100,25549,230231,283051
93830,105,100,29604,230299,283195
93840,105,100,34125,230354,283294
93850,105,100,38889,230390,283391
93860,105,100,43665,230382,283408
93870,105,100,48221,230376,283446
93880,105,100,52372,230370,283413
93890,105,100,55976,230392,283477
93900,105,100,58942,230433,283513
93910,105,100,61130,230464,283662
93920,105,100,62258,230521,283874
93930,105,100,62258,230635,284176
93940,105,100,62083,230728,284462
93950,105,100,61474,230814,284668
93960,105,100,60342,230865,284819
93970,105,100,58733,230893,284856
93980,105,100,56690,230848,284848
93990,105,100,54343,230820,284708
94000,105,100,51822,230777,284674
94010,105,100,49213,230820,284657
94020,105,100,46647,230770,284626
94030,105,100,44208,230832,284773
94040,105,100,41984,230860,284842
94050,105,100,40020,230918,285017
94060,105,100,38314,230965,285160
94070,105,100,36956,231031,285314
94080,105,100,35859,231091,285478
94090,105,100,34980,231167,285678
94100,105,100,34275,231172,285811
94110,105,100,33655,231262,285965
94120,105,100,33123,231286,286088
94130,105,100,32544,231378,286236
94140,105,100,31918,231404,286284
94150,105,100,31155,231442,286397
94160,105,100,30300,231487,286501
94170,105,100,29262,231526,286577
94180,105,100,28176,231520,286592
94190,105,100,26951,231558,286762
94200,105,100,25633,231598,286816
94210,105,100,24311,231626,286880
94220,105,100,22941,231672,286984
94230,105,100,21614,231717,287118
94240,105,100,20285,231787,287191
94250,105,100,18999,231785,287298
94260,105,100,17802,231821,287414
94270,105,100,16650,231888,287529
94280,105,100,15588,231892,287529
94290,105,100,14571,231948,287613
94300,105,100,13691,231898,287486
94310,105,100,12901,231710,287064
94320,105,100,12204,231457,286483
94330,105,100,11643,231160,285657
94340,105,100,11311,230855,284757
94350,105,100,11299,230544,283980
94360,105,100,11791,230335,283439
94370,105,100,12923,230241,283087
94380,105,100,14743,230187,282995
94390,105,100,17343,230191,283013
94400,105,100,20635,230241,283163
94410,105,100,24576,230305,283324
94420,105,100,29033,230335,283422
94430,105,100,33829,230369,283500
94440,105,100,38735,230448,283644
94450,105,100,43468,230441,283625
94460,105,100,47884,230446,283706
94470,105,100,51747,230441,283725
94480,105,100,54961,230499,283811
94490,105,100,57477,230553,283928
94500,105,100,59155,230630,284183
94510,105,100,60088,230704,284445
94520,105,100,60323,230825,284710
94530,105,100,59862,230900,284939
94540,105,100,58799,230933,285060
94550,105,100,57133,230967,285085
94560,105,100,55050,230958,285018
94570,105,100,52550,230894,284887
94580,105,100,49864,230859,284897
94590,105,100,47082,230861,284851
94600,105,100,44298,230870,284905
94610,105,100,41742,230932,285000
94620,105,100,39368,230920,285059
94630,105,100,37316,231046,285227
94640,105,100,35586,231085,285394
94650,105,100,34132,231137,285560
94660,105,100,33003,231178,285727
94670,105,100,32106,231246,285893
94680,105,100,31442,231343,286057
94690,105,100,30870,231387,286200
94700,105,100,30344,231443,286350
94710,105,100,29721,231468,286460
94720,105,100,29096,231508,286614
94730,105,100,28373,231573,286677
94740,105,100,27552,231575,286757
94750,105,100,26586,231619,286850
94760,105,100,25425,231622,286911
94770,105,100,24165,231683,287012
94780,105,100,22710,231681,287068
94790,105,100,21252,231683,287091
94800,105,100,19744,231762,287256
94810,105,100,18331,231790,287299
94820,105,100,16964,231846,287389
94830,105,100,15596,231868,287506
94840,105,100,14325,231888,287665
94850,105,100,13198,231973,287757
94860,105,100,12168,232000,287869
94870,105,100,11187,232072,287970
94880,105,100,10303,232097,287992
94890,105,100,9517,232075,287947
94900,105,100,8780,232008,287714
94910,105,100,8092,231762,287161
94920,105,100,7550,231485,286425
94930,105,100,7154,231164,285507
94940,105,100,7050,230811,284664
94950,105,100,7384,230519,283909
94960,105,100,8300,230394,283536
94970,105,100,9896,230305,283295
94980,105,100,12269,230309,283249
94990,105,100,15518,230327,283350
95000,105,100,19500,230391,283491
95010,105,100,24073,230409,283580
95020,105,100,29098,230475,283790
95030,105,100,34434,230515,283834
95040,105,100,39689,230516,283886
95050,105,100,44761,230559,283897
95060,105,100,49299,230538,283959
95070,105,100,53298,230591,283994
95080,105,100,56509,230624,284114
95090,105,100,58929,230673,284244
95100,105,100,60461,230754,284502
95110,105,100,61252,230871,284808
95120,105,100,61205,230980,285106
95130,105,100,60468,231042,285332
95140,105,100,59044,231087,285423
95150,105,100,57031,231068,285334
95160,105,100,54575,231072,285317
95170,105,100,51825,231043,285210
95180,105,100,48827,231021,285189
95190,105,100,45777,231040,285186
95200,105,100,42821,231033,285276
95210,105,100,40058,231061,285300
95220,105,100,37586,231099,285462
95230,105,100,35455,231178,285602
95240,105,100,33665,231211,285795
95250,105,100,32267,231267,285898
95260,105,100,31165,231360,286107
95270,105,100,30260,231400,286243
95280,105,100,29602,231449,286385
95290,105,100,28993,231480,286569
95300,105,100,28432,231563,286675
95310,105,100,27869,231601,286785
95320,105,100,27204,231633,286898
95330,105,100,26435,231683,286962
95340,105,100,25563,231745,287109
95350,105,100,24486,231735,287165
95360,105,100,23304,231758,287248
95370,105,100,21967,231789,287291
95380,105,100,20527,231844,287354
95390,105,100,18982,231885,287445
95400,105,100,17486,231890,287570
95410,105,100,15989,231953,287658
95420,105,100,14491,232016,287749
95430,105,100,13096,232015,287873
95440,105,100,11853,232090,288028
95450,105,100,10663,232162,288106
95460,105,100,9575,232151,288219
95470,105,100,8591,232220,288231
95480,105,100,7660,232198,288212
95490,105,100,6780,232136,288068
95500,105,100,6055,231992,287675
95510,105,100,5434,231722,286996
95520,105,100,4968,231386,286144
95530,105,100,4760,231051,285237
95540,105,100,4910,230771,284470
95550,105,100,5626,230583,283922
95560,105,100,7059,230476,283655
95570,105,100,9364,230433,283572
95580,105,100,12438,230470,283610
95590,105,100,16387,230485,283659
95600,105,100,21061,230564,283838
95610,105,100,26260,230562,283916
95620,105,100,31784,230642,284078
95630,105,100,37380,230675,284112
95640,105,100,42784,230703,284183
95650,105,100,47834,230724,284281
95660,105,100,52212,230750,284268
95670,105,100,55863,230749,284341
95680,105,100,58678,230805,284510
95690,105,100,60607,230868,284670
95700,105,100,61701,230977,284959
95710,105,100,61844,231049,285241
95720,105,100,61274,231175,285538
95730,105,100,60085,231195,285645
95740,105,100,58277,231196,285667
95750,105,100,55952,231218,285623
95760,105,100,53214,231183,285537
95770,105,100,50218,231138,285484
95780,105,100,47115,231142,285460
95790,105,100,43957,231140,285454
95800,105,100,41054,231188,285571
95810,105,100,38405,231208,285651
95820,105,100,36061,231269,285842
95830,105,100,34024,231331,285970
95840,105,100,32400,231384,286122
95850,105,100,31084,231442,286326
95860,105,100,30133,231516,286477
95870,105,100,29336,231568,286584
95880,105,100,28696,231606,286742
95890,105,100,28160,231661,286905
95900,105,100,27569,231759,287015
95910,105,100,26870,231789,287138
95920,105,100,26169,231786,287208
95930,105,100,25253,231782,287291
95940,105,100,24175,231840,287377
95950,105,100,22987,231851,287424
95960,105,100,21637,231869,287532
95970,105,100,20232,231949,287569
95980,105,100,18717,231979,287722
95990,105,100,17200,231986,287710
96000,105,100,15736,232020,287863
96010,105,100,14272,232068,287902
96020,105,100,12914,232162,288089
96030,105,100,11665,232183,288188
96040,105,100,10523,232233,288286
96050,105,100,9437,232242,288391
96060,105,100,8351,232282,288446
96070,105,100,7373,232285,288410
96080,105,100,6559,232203,288195
96090,105,100,5746,231991,287694
96100,105,100,5095,231734,286949
96110,105,100,4607,231400,286069
96120,105,100,4390,231066,285189
96130,105,100,4765,230807,284443
96140,105,100,5679,230648,284028
96150,105,100,7400,230514,283700
96160,105,100,9982,230493,283650
96170,105,100,13479,230512,283706
96180,105,100,17842,230551,283826
96190,105,100,22913,230637,283950
96200,105,100,28537,230695,284136
96210,105,100,34451,230707,284166
96220,105,100,40385,230726,284291
96230,105,100,46115,230729,284258
96240,105,100,51360,230745,284236
96250,105,100,55897,230762,284271
96260,105,100,59667,230762,284404
96270,105,100,62258,230810,284494
96280,105,100,62258,230889,284631
96290,105,100,62258,230985,284949
96300,105,100,62258,231098,285281
96310,105,100,61722,231159,285467
96320,105,100,60601,231241,285686
96330,105,100,58849,231223,285671
96340,105,100,56659,231259,285684
96350,105,100,54129,231217,285596
96360,105,100,51356,231211,285548
96370,105,100,48484,231209,285481
96380,105,100,45658,231199,285551
96390,105,100,42877,231239,285605
96400,105,100,40385,231289,285703
96410,105,100,38132,231316,285802
96420,105,100,36268,231389,285979
96430,105,100,34694,231437,286137
96440,105,100,33460,231480,286316
96450,105,100,32469,231556,286449
96460,105,100,31674,231645,286646
96470,105,100,31074,231667,286758
96480,105,100,30523,231711,286910
96490,105,100,29919,231757,287012
96500,105,100,29314,231796,287145
96510,105,100,28606,231838,287222
96520,105,100,27695,231899,287268
96530,105,100,26681,231883,287353
96540,105,100,25564,231941,287415
96550,105,100,24343,231935,287544
96560,105,100,23069,232012,287549
96570,105,100,21691,232014,287647
96580,105,100,20311,232038,287734
96590,105,100,18930,232069,287822
96600,105,100,17546,232131,287987
96610,105,100,16213,232188,288035
96620,105,100,14980,232221,288170
96630,105,100,13849,232264,288247
96640,105,100,12768,232283,288311
96650,105,100,11789,232312,288333
96660,105,100,10811,232320,288233
96670,105,100,9985,232166,287903
96680,105,100,9263,231913,287276
96690,105,100,8693,231532,286368
96700,105,100,8379,231221,285506
96710,105,100,8372,230917,284591
96720,105,100,8976,230683,284046
96730,105,100,10243,230553,283609
96740,105,100,12274,230505,283528
96750,105,100,15226,230497,283532
96760,105,100,18997,230567,283677
96770,105,100,23541,230614,283781
96780,105,100,28711,230713,283955
96790,105,100,34259,230713,284027
96800,105,100,39979,230771,284088
96810,105,100,45559,230725,284101
96820,105,100,50733,230749,284062
96830,105,100,55340,230740,284087
96840,105,100,59221,230795,284113
96850,105,100,62258,230751,284184
96860,105,100,62258,230859,284341
96870,105,100,62258,230926,284557
96880,105,100,62258,231026,284855
96890,105,100,62032,231138,285102
96900,105,100,61266,231217,285374
96910,105,100,59960,231259,285478
96920,105,100,58160,231290,285537
96930,105,100,56000,231222,285424
96940,105,100,53616,231218,285364
96950,105,100,51096,231170,285283
96960,105,100,48440,231192,285318
96970,105,100,45917,231130,285327
96980,105,100,43482,231242,285392
96990,105,100,41360,231245,285486
97000,105,100,39460,231329,285661
97010,105,100,37784,231373,285807
97020,105,100,36513,231420,285968
97030,105,100,35467,231500,286146
97040,105,100,34647,231558,286292
97050,105,100,34007,231623,286425
97060,105,100,33411,231649,286568
97070,105,100,32859,231660,286683
97080,105,100,32259,231755,286817
97090,105,100,31610,231812,286926
97100,105,100,30819,231845,286988
97110,105,100,29932,231858,287036
97120,105,100,28950,231881,287084
97130,105,100,27824,231919,287155
97140,105,100,26602,231949,287271
97150,105,100,25330,231978,287252
97160,105,100,23961,232028,287453
97170,105,100,22637,232048,287477
97180,105,100,21309,232091,287653
97190,105,100,20073,232099,287731
97200,105,100,18836,232175,287831
97210,105,100,17644,232206,287939
97220,105,100,16593,232268,288049
97230,105,100,15635,232268,288068
97240,105,100,14724,232280,288066
97250,105,100,13860,232214,287876
97260,105,100,13043,232006,287382
97270,105,100,12415,231693,286622
97280,105,100,11929,231363,285714
97290,105,100,11728,231007,284794
97300,105,100,11952,230760,284045
97310,105,100,12698,230559,283552
97320,105,100,14156,230432,283224
97330,105,100,16421,230403,283221
97340,105,100,19543,230422,283308
97350,105,100,23384,230497,283403
97360,105,100,27901,230525,283594
97370,105,100,32910,230576,283683
97380,105,100,38177,230617,283800
97390,105,100,43458,230655,283825
97400,105,100,48555,230628,283912
97410,105,100,53224,230603,283840
97420,105,100,57220,230619,283854
97430,105,100,60492,230603,283898
97440,105,100,62258,230640,284034
97450,105,100,62258,230729,284154
97460,105,100,62258,230815,284445
97470,105,100,62258,230927,284783
97480,105,100,61744,231000,284978
97490,105,100,60716,231071,285137
97500,105,100,59175,231101,285208
97510,105,100,57250,231073,285214
97520,105,100,55027,231029,285126
97530,105,100,52632,230999,285035
97540,105,100,50152,231018,285060
97550,105,100,47627,230887,285061
97560,105,100,45229,231015,285143
97570,105,100,42999,231047,285178
97580,105,100,40982,231131,285335
97590,105,100,39306,231153,285497
97600,105,100,37885,231214,285620
97610,105,100,36721,231290,285838
97620,105,100,35814,231361,286005
97630,105,100,35034,231439,286205
97640,105,100,34383,231483,286323
97650,105,100,33817,231407,286536
97660,105,100,33249,231607,286634
97670,105,100,32591,231611,286749
97680,105,100,31842,231639,286828
97690,105,100,31003,231717,286918
97700,105,100,29983,231699,286976
97710,105,100,28828,231748,287013
97720,105,100,27535,231733,287105
97730,105,100,26195,231762,287170
97740,105,100,24806,231823,287226
97750,104,100,23415,231619,287321
97760,104,100,22021,231881,287392
97770,104,100,20668,231910,287525
97780,104,100,19448,231941,287655
97790,104,100,18271,232015,287773
97800,104,100,17182,232064,287934
97810,104,100,16182,232108,287993
97820,104,100,15271,232113,288024
97830,104,100,14405,232113,288034
97840,104,100,13673,232126,287945
97850,104,100,12940,231953,287564
97860,104,100,12298,231673,286891
97870,104,100,11791,231356,286088
97880,104,100,11509,231051,285157
97890,104,100,11542,230692,284322
97900,104,100,12071,230484,283714
97910,104,100,13185,230346,283372
97920,104,100,15022,230310,283307
97930,104,100,17627,230350,283345
97940,104,100,20912,230384,283458
97950,104,100,24883,230464,283569
97960,104,100,29408,230516,283747
97970,104,100,34222,230518,283802
97980,104,100,39098,230551,283907
97990,104,100,43895,230570,283909
98000,104,100,48334,230562,283908
98010,104,100,52274,230587,283990
98020,104,100,55620,230604,284075
98030,104,100,58188,230647,284165
98040,104,100,60021,230711,284379
98050,104,100,61121,230814,284631
98060,104,100,61442,230912,284928
98070,104,100,61078,230989,285175
98080,104,100,60075,231004,285301
98090,104,100,58525,231034,285360
98100,104,100,56520,231019,285314
98110,104,100,54151,231010,285194
98120,104,100,51508,231008,285195
98130,104,100,48772,230939,285168
98140,104,100,46034,231013,285221
98150,104,100,43384,231012,285299
98160,104,100,40960,231062,285378
98170,104,100,38806,231090,285446
98180,104,100,36969,231149,285626
98190,104,100,35403,231219,285775
98200,104,100,34157,231278,286004
98210,104,100,33231,231350,286189
98220,104,100,32488,231408,286299
98230,104,100,31835,231420,286498
98240,104,100,31273,231478,286636
98250,104,100,30708,231565,286784
98260,104,100,30095,231611,286875
98270,104,100,29339,231643,286987
98280,104,100,28534,231653,287082
98290,104,100,27490,231698,287171
98300,104,100,26302,231774,287202
98310,104,100,25016,231751,287296
98320,104,100,23586,231767,287335
98330,104,100,22104,231804,287447
98340,104,100,20668,231841,287511
98350,104,100,19182,231858,287628
98360,104,100,17742,231903,287666
98370,104,100,16396,231960,287800
98380,104,100,15096,232016,287941
98390,104,100,13938,232033,288015
98400,104,100,12924,232093,288142
98410,104,100,11957,232153,288290
98420,104,100,11086,232178,288300
98430,104,100,10263,232224,288357
98440,104,100,9535,232191,288271
98450,104,100,8857,232048,287996
98460,104,100,8226,231788,287401
98470,104,100,7739,231513,286590
98480,104,100,7397,231164,285676
98490,104,100,7390,230839,284795
98500,104,100,7813,230590,284131
98510,104,100,8858,230412,283691
98520,104,100,10572,230341,283501
98530,104,100,13100,230320,283533
98540,104,100,16492,230399,283587
98550,104,100,20655,230427,283567
98560,104,100,25355,230463,283845
98570,104,100,30549,230504,284016
98580,104,100,35955,230607,284089
98590,104,100,41281,230588,284176
98600,104,100,46376,230608,284198
98610,104,100,50847,230622,284240
98620,104,100,54737,230663,284307
98630,104,100,57849,230711,284401
98640,104,100,60134,230742,284570
98650,104,100,61543,230867,284687
98660,104,100,62112,230936,285139
98670,104,100,61824,231054,285473
98680,104,100,60909,231147,285579
98690,104,100,59416,231168,285695
98700,104,100,57299,231172,285673
98710,104,100,54798,231119,285597
98720,104,100,51911,231088,285497
98730,104,100,48928,231057,285506
98740,104,100,45941,231078,285466
98750,104,100,43000,231124,285542
98760,104,100,40295,231138,285619
98770,104,100,37874,231206,285795
98780,104,100,35739,231246,285930
98790,104,100,33987,231317,286084
98800,104,100,32571,231364,286205
98810,104,100,31444,231404,286373
98820,104,100,30656,231483,286569
98830,104,100,29963,231543,286766
98840,104,100,29416,231579,286868
98850,104,100,28867,231640,287051
98860,104,100,28268,231675,287129
98870,104,100,27666,231744,287288
98880,104,100,26914,231777,287338
98890,104,100,25961,231806,287378
98900,104,100,24906,231818,287440
98910,104,100,23649,231862,287580
98920,104,100,22290,231901,287639
98930,104,100,20879,231921,287745
98940,104,100,19416,231955,287785
98950,104,100,17901,232023,287927
98960,104,100,16435,232036,287999
98970,104,100,14968,232062,288063
98980,104,100,13650,232081,288164
98990,104,100,12433,232173,288356
99000,104,100,11317,232218,288468
99010,104,100,10302,232270,288567
99020,104,100,9337,232274,288509
99030,104,100,8423,232336,288624
99040,104,100,7561,232263,288506
99050,104,100,6850,232113,288092
99060,104,100,6191,231839,287423
99070,104,100,5633,231521,286647
99080,104,100,5327,231183,285716
99090,104,100,5373,230893,284918
99100,104,100,6023,230686,284331
99110,104,100,7377,230553,284024
99120,104,100,9484,230477,283790
99130,104,100,12396,230486,283780
99140,104,100,16164,230511,283909
99150,104,100,20642,230572,284123
99160,104,100,25735,230633,284228
99170,104,100,31196,230687,284355
99180,104,100,36778,230686,284354
99190,104,100,42224,230733,284444
99200,104,100,47325,230748,284471
99210,104,100,51921,230745,284561
99220,104,100,55804,230805,284621
99230,104,100,58818,230846,284766
99240,104,100,60963,230887,284992
99250,104,100,62238,231010,285243
99260,104,100,62258,231074,285557
99270,104,100,61806,231163,285777
99280,104,100,60653,231230,285921
99290,104,100,58849,231316,285991
99300,104,100,56546,231266,285935
99310,104,100,53842,231252,285922
99320,104,100,50837,231219,285801
99330,104,100,47680,231206,285787
99340,104,100,44569,231195,285758
99350,104,100,41555,231263,285868
99360,104,100,38837,231271,285959
99370,104,100,36415,231330,286140
99380,104,100,34341,231381,286233
99390,104,100,32665,231472,286447
99400,104,100,31340,231527,286543
99410,104,100,30265,231553,286838
99420,104,100,29443,231639,286932
99430,104,100,28771,231708,287138
99440,104,100,28200,231740,287248
99450,104,100,27627,231801,287399
99460,104,100,27000,231826,287473
99470,104,100,26269,231902,287593
99480,104,100,25433,231922,287675
99490,104,100,24440,231957,287725
99500,104,100,23289,231980,287805
99510,104,100,21980,231995,287862
99520,104,100,20565,232026,287920
99530,104,100,19097,232079,288092
99540,104,100,17574,232103,288075
99550,104,100,16050,232123,288217
99560,104,100,14630,232178,288246
99570,104,100,13209,232212,288398
99580,104,100,11893,232253,288508
99590,104,100,10681,232288,288684
99600,104,100,9575,232346,288769
99610,104,100,8573,232398,288857
99620,104,100,7625,232430,288927
99630,104,100,6730,232450,288925
99640,104,100,5940,232378,288752
99650,104,100,5204,232207,288366
99660,104,100,4626,231922,287607
99670,104,100,4153,231602,286707
99680,104,100,3995,231225,285795
99690,104,100,4150,230935,284943
99700,104,100,4984,230728,284384
99710,104,100,6549,230572,284029
99720,104,100,8896,230543,283922
99730,104,100,12183,230565,283974
99740,104,100,16360,230622,284085
99750,103,100,21274,230664,284205
99760,103,100,26828,230692,284305
99770,103,100,32767,230733,284439
99780,103,100,38780,230756,284492
99790,103,100,44649,230801,284521
99800,103,100,50104,230746,284484
99810,103,100,54980,230800,284587
99820,103,100,59059,230782,284564
99830,103,100,62235,230866,284731
99840,103,100,62258,230935,284918
99850,103,100,62258,231010,285165
99860,103,100,62258,231093,285443
99870,103,100,61934,231208,285728
99880,103,100,61008,231286,285878
99890,103,100,59482,231318,285990
99900,103,100,57495,231318,285965
99910,103,100,55092,231332,285904
99920,103,100,52412,231278,285838
99930,103,100,49593,231269,285808
99940,103,100,46725,231272,285815
99950,103,100,43993,231317,285895
99960,103,100,41396,231331,286052
99970,103,100,39120,231361,286097
99980,103,100,37119,231420,286221
99990,103,100,35439,231468,286399
100000,103,100,34082,231519,286544
100010,103,100,33049,231625,286736
100020,103,100,32201,231629,286879
100030,103,100,31586,231712,287016
100040,103,100,30969,231770,287210
100050,103,100,30396,231858,287318
100060,103,100,29822,231862,287422
100070,103,100,29151,231933,287567
100080,103,100,28382,231955,287608
100090,103,100,27468,232000,287742
100100,103,100,26407,232023,287798
100110,103,100,25249,232074,287856
100120,103,100,23943,232068,287932
100130,103,100,22587,232093,287997
100140,103,100,21132,232181,288087
100150,103,100,19723,232203,288177
100160,103,100,18312,232227,288258
100170,103,100,16948,232242,288387
100180,103,100,15631,232276,288492
100190,103,100,14410,232374,288630
100200,103,100,13333,232391,288695
100210,103,100,12305,232418,288725
100220,103,100,11373,232493,288804
100230,103,100,10490,232449,288701
100240,103,100,9753,232323,288410
100250,103,100,9017,232098,287884
100260,103,100,8474,231772,287053
100270,103,100,8126,231443,286201
100280,103,100,8069,231121,285241
100290,103,100,8546,230842,284574
100300,103,100,9604,230668,284059
100310,103,100,11389,230609,283851
100320,103,100,14000,230589,283817
100330,103,100,17535,230634,283942
100340,103,100,21756,230655,284038
100350,103,100,26668,230763,284190
100360,103,100,31985,230710,284259
100370,103,100,37566,230798,284382
100380,103,100,43065,230814,284418
100390,103,100,48279,230836,284424
100400,103,100,53054,230812,284416
100410,103,100,57190,230851,284460
100420,103,100,60536,230820,284478
100430,103,100,62258,230909,284652
100440,103,100,62258,230973,284829
100450,103,100,62258,231048,285094
100460,103,100,62082,231181,285414
100470,103,100,61513,231271,285637
100480,103,100,60375,231327,285821
100490,103,100,58756,231348,285814
100500,103,100,56701,231333,285726
100510,103,100,54384,231319,285726
100520,103,100,51848,231274,285639
100530,103,100,49268,231280,285612
100540,103,100,46686,231243,285632
100550,103,100,44233,231318,285745
100560,103,100,41996,231350,285837
100570,103,100,40019,231397,285946
100580,103,100,38348,231431,286085
100590,103,100,36937,231531,286246
100600,103,100,35789,231566,286382
100610,103,100,34949,231641,286580
100620,103,100,34284,231681,286744
100630,103,100,33750,231749,286842
100640,103,100,33215,231769,287030
100650,103,100,32677,231865,287135
100660,103,100,32138,231866,287271
100670,103,100,31461,231899,287341
100680,103,100,30646,231947,287403
100690,103,100,29693,231975,287468
100700,103,100,28646,232027,287531
100710,103,100,27460,232009,287638
100720,103,100,26225,232066,287654
100730,103,100,24896,232124,287774
100740,103,100,23518,232146,287858
100750,103,100,22137,232200,287927
100760,103,100,20891,232263,288019
100770,103,100,19643,232288,288173
100780,103,100,18439,232364,288332
100790,103,100,17325,232397,288401
100800,103,100,16303,232444,288531
100810,103,100,15371,232465,288521
100820,103,100,14485,232425,288488
100830,103,100,13644,232342,288269
